investor_id,first_sip_date,last_sip_date,total_sip_transactions,total_sip_amount_inr,max_sip_gap_days,average_sip_gap_days,continuity_status,state,city,city_tier,age_group,gender,annual_income_lakh,kyc_status
INV002470,2024-07-21,2024-07-21,1,1135,0.0,0.0,Continuous,Telangana,Hyderabad,T30,46-55,Female,26.1,Verified
INV002471,2024-01-07,2024-10-15,6,65355,98.0,56.4,At Risk,Punjab,Chandigarh,T30,18-25,Male,3.1,Verified
INV002472,2024-01-17,2024-11-18,3,37306,158.0,153.0,At Risk,Maharashtra,Mumbai,T30,26-35,Female,19.1,Verified
INV002473,2024-05-12,2025-04-28,3,20533,320.0,175.5,At Risk,Uttar Pradesh,Lucknow,T30,36-45,Male,41.8,Verified
INV002474,2024-09-04,2024-09-04,1,1870,0.0,0.0,Continuous,Gujarat,Surat,T30,36-45,Male,54.3,Verified
INV002475,2024-03-06,2025-05-27,10,65140,119.0,49.67,At Risk,Delhi,New Delhi,T30,26-35,Male,14.4,Verified
INV002476,2024-01-19,2025-03-24,6,74851,235.0,86.0,At Risk,Telangana,Hyderabad,T30,36-45,Female,58.6,Verified
INV002477,2024-04-13,2024-06-30,3,53918,58.0,39.0,At Risk,West Bengal,Kolkata,T30,46-55,Female,72.4,Verified
INV002478,2024-08-20,2024-08-20,1,9387,0.0,0.0,Continuous,Telangana,Hyderabad,T30,18-25,Male,4.4,Verified
INV002479,2024-07-09,2025-03-26,2,29314,260.0,260.0,At Risk,Haryana,Gurugram,T30,18-25,Male,3.3,Verified
INV002481,2024-03-12,2024-03-12,1,2615,0.0,0.0,Continuous,West Bengal,Kolkata,T30,46-55,Male,64.1,Verified
INV002483,2024-01-25,2024-05-25,4,8447,96.0,40.33,At Risk,Delhi,New Delhi,T30,46-55,Female,60.8,Verified
INV002484,2025-02-07,2025-02-07,1,1094,0.0,0.0,Continuous,Telangana,Hyderabad,T30,26-35,Male,24.1,Verified
INV002485,2024-03-25,2025-03-12,6,58588,136.0,70.4,At Risk,Karnataka,Mysore,B30,46-55,Female,70.2,Verified
INV002486,2024-05-08,2025-02-25,5,78770,229.0,73.25,At Risk,Gujarat,Surat,T30,56+,Male,16.2,Verified
INV002487,2024-04-23,2024-06-10,2,18142,48.0,48.0,At Risk,Punjab,Chandigarh,T30,26-35,Male,19.5,Verified
INV002488,2024-04-29,2025-04-14,4,69728,199.0,116.67,At Risk,Delhi,Gurugram,T30,26-35,Male,12.2,Verified
INV002489,2024-11-05,2025-03-29,2,3507,144.0,144.0,At Risk,Haryana,Faridabad,B30,56+,Female,52.2,Verified
INV002490,2024-01-09,2025-05-13,8,221876,125.0,70.0,At Risk,Gujarat,Surat,T30,36-45,Female,28.1,Verified
INV002491,2024-12-15,2025-01-01,2,28275,17.0,17.0,Continuous,Karnataka,Mysore,B30,18-25,Male,4.4,Verified
INV002493,2024-01-18,2025-04-02,3,61288,276.0,220.0,At Risk,Maharashtra,Mumbai,T30,56+,Female,27.1,Verified
INV002494,2024-03-25,2024-03-25,1,8822,0.0,0.0,Continuous,Delhi,Noida,T30,46-55,Male,40.0,Verified
INV002495,2024-01-04,2025-02-18,6,64609,174.0,82.2,At Risk,Maharashtra,Nashik,B30,26-35,Male,6.6,Verified
INV002496,2024-08-09,2025-05-01,6,28341,156.0,53.0,At Risk,Karnataka,Mysore,B30,36-45,Male,40.5,Verified
INV002497,2024-01-13,2025-04-28,8,105613,152.0,67.29,At Risk,Telangana,Hyderabad,T30,26-35,Female,13.0,Verified
INV002498,2025-05-27,2025-05-27,1,2741,0.0,0.0,Continuous,Gujarat,Ahmedabad,T30,36-45,Male,56.2,Verified
INV002499,2024-09-21,2025-05-30,2,3394,251.0,251.0,At Risk,Gujarat,Surat,T30,26-35,Male,23.0,Verified
INV002500,2024-01-20,2025-03-13,5,86513,223.0,104.5,At Risk,Delhi,New Delhi,T30,26-35,Male,14.7,Verified
INV002502,2024-02-08,2025-05-15,5,15520,222.0,115.5,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Male,23.6,Verified
INV002503,2024-04-24,2024-09-28,4,37323,94.0,52.33,At Risk,Gujarat,Ahmedabad,T30,26-35,Male,11.5,Verified
INV002504,2024-07-09,2025-05-18,5,67257,206.0,78.25,At Risk,Madhya Pradesh,Bhopal,B30,26-35,Male,22.4,Verified
INV002505,2024-01-07,2025-03-31,2,8583,449.0,449.0,At Risk,Tamil Nadu,Coimbatore,B30,36-45,Female,21.1,Verified
INV002506,2024-03-05,2025-03-25,5,65187,130.0,96.25,At Risk,Karnataka,Bangalore,T30,18-25,Female,3.2,Verified
INV002507,2024-04-07,2025-05-28,4,29070,192.0,138.67,At Risk,Tamil Nadu,Chennai,T30,26-35,Female,12.7,Verified
INV002508,2024-04-06,2025-05-24,9,128547,171.0,51.62,At Risk,West Bengal,Kolkata,T30,46-55,Male,60.8,Verified
INV002509,2024-02-07,2024-12-06,10,117779,74.0,33.67,At Risk,Maharashtra,Mumbai,T30,36-45,Female,19.9,Pending
INV002510,2024-01-10,2025-01-30,7,83001,176.0,64.33,At Risk,Karnataka,Mysore,B30,36-45,Male,32.6,Verified
INV002511,2024-03-29,2024-03-29,1,4132,0.0,0.0,Continuous,Rajasthan,Jaipur,T30,36-45,Male,45.5,Verified
INV002512,2025-03-26,2025-03-29,2,13207,3.0,3.0,Continuous,Rajasthan,Jaipur,T30,46-55,Male,74.6,Verified
INV002513,2024-09-11,2025-04-12,3,31837,114.0,106.5,At Risk,Punjab,Amritsar,B30,26-35,Female,10.6,Verified
INV002514,2025-02-18,2025-03-01,2,13001,11.0,11.0,Continuous,Rajasthan,Udaipur,B30,18-25,Male,7.5,Verified
INV002515,2024-12-22,2025-01-15,2,4719,24.0,24.0,Continuous,West Bengal,Kolkata,T30,56+,Female,73.9,Pending
INV002516,2024-11-22,2025-03-14,3,45310,77.0,56.0,At Risk,Uttar Pradesh,Agra,B30,36-45,Female,39.6,Verified
INV002517,2024-12-11,2024-12-11,1,4897,0.0,0.0,Continuous,Telangana,Hyderabad,T30,26-35,Male,19.8,Verified
INV002518,2024-03-26,2025-05-12,3,8309,284.0,206.0,At Risk,Karnataka,Bangalore,T30,36-45,Male,39.4,Verified
INV002519,2024-04-03,2024-04-03,1,48999,0.0,0.0,Continuous,Gujarat,Ahmedabad,T30,56+,Male,29.7,Verified
INV002520,2024-06-23,2025-04-27,4,22082,202.0,102.67,At Risk,Tamil Nadu,Chennai,T30,36-45,Male,48.9,Verified
INV002521,2024-04-27,2025-05-05,6,46638,206.0,74.6,At Risk,Punjab,Chandigarh,T30,26-35,Male,12.3,Verified
INV002523,2024-05-02,2025-05-17,5,50071,179.0,95.0,At Risk,Telangana,Hyderabad,T30,46-55,Female,57.2,Verified
INV002524,2024-12-09,2024-12-09,1,28916,0.0,0.0,Continuous,Rajasthan,Udaipur,B30,46-55,Male,72.9,Verified
INV002525,2024-04-11,2024-11-30,2,45894,233.0,233.0,At Risk,Tamil Nadu,Coimbatore,B30,18-25,Male,4.5,Verified
INV002526,2024-06-27,2025-02-27,5,95794,174.0,61.25,At Risk,Madhya Pradesh,Bhopal,B30,18-25,Female,3.5,Pending
INV002527,2024-01-18,2024-11-11,7,9444,93.0,49.67,At Risk,Telangana,Hyderabad,T30,18-25,Male,6.8,Verified
INV002528,2024-04-18,2025-02-18,5,24269,241.0,76.5,At Risk,Gujarat,Ahmedabad,T30,46-55,Male,16.3,Verified
INV002529,2024-02-15,2025-02-19,4,82754,202.0,123.33,At Risk,Maharashtra,Mumbai,T30,18-25,Female,5.3,Verified
INV002530,2024-01-05,2025-05-19,8,74111,175.0,71.43,At Risk,Telangana,Hyderabad,T30,36-45,Male,53.9,Pending
INV002531,2024-02-01,2025-05-04,7,30854,182.0,76.33,At Risk,Rajasthan,Udaipur,B30,36-45,Female,50.4,Verified
INV002532,2024-08-27,2025-04-27,3,62862,223.0,121.5,At Risk,Telangana,Hyderabad,T30,56+,Female,11.7,Verified
INV002533,2024-04-06,2024-11-22,5,16293,88.0,57.5,At Risk,Haryana,Faridabad,B30,46-55,Male,73.5,Verified
INV002534,2024-04-29,2025-04-18,2,52634,354.0,354.0,At Risk,Madhya Pradesh,Indore,T30,46-55,Male,31.0,Verified
INV002535,2024-10-09,2025-01-24,3,52902,78.0,53.5,At Risk,Rajasthan,Udaipur,B30,36-45,Male,22.6,Verified
INV002536,2024-03-16,2024-07-27,2,12992,133.0,133.0,At Risk,West Bengal,Kolkata,T30,26-35,Male,11.9,Verified
INV002538,2024-09-12,2025-05-20,2,30934,250.0,250.0,At Risk,Haryana,Gurugram,T30,18-25,Male,4.7,Verified
INV002539,2025-01-16,2025-03-22,2,9949,65.0,65.0,At Risk,Gujarat,Ahmedabad,T30,18-25,Male,6.4,Verified
INV002540,2024-02-04,2025-01-07,4,7261,291.0,112.67,At Risk,Uttar Pradesh,Agra,B30,26-35,Male,10.8,Verified
INV002541,2025-03-24,2025-03-24,1,1081,0.0,0.0,Continuous,Karnataka,Mysore,B30,46-55,Male,63.8,Verified
INV002542,2024-06-03,2025-05-19,4,26395,188.0,116.67,At Risk,Telangana,Hyderabad,T30,26-35,Female,15.9,Verified
INV002543,2024-02-05,2025-04-28,7,90368,116.0,74.67,At Risk,Madhya Pradesh,Indore,T30,18-25,Female,7.7,Verified
INV002544,2024-08-06,2024-08-06,1,8566,0.0,0.0,Continuous,Haryana,Faridabad,B30,26-35,Male,7.4,Verified
INV002545,2024-03-16,2025-02-12,2,8593,333.0,333.0,At Risk,Haryana,Faridabad,B30,36-45,Male,31.5,Verified
INV002546,2024-04-09,2024-11-25,4,45287,152.0,76.67,At Risk,Gujarat,Surat,T30,26-35,Male,19.3,Verified
INV002547,2024-02-04,2025-04-24,6,19927,181.0,89.0,At Risk,Haryana,Gurugram,T30,26-35,Male,7.3,Verified
INV002548,2024-01-06,2025-04-29,4,64311,339.0,159.67,At Risk,Haryana,Gurugram,T30,26-35,Male,21.3,Verified
INV002549,2024-01-08,2025-02-27,5,30889,204.0,104.0,At Risk,Delhi,New Delhi,T30,26-35,Male,12.5,Verified
INV002550,2024-04-19,2024-11-04,2,5696,199.0,199.0,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Female,15.3,Verified
INV002551,2024-01-16,2025-03-07,5,71077,164.0,104.0,At Risk,West Bengal,Kolkata,T30,18-25,Female,5.9,Verified
INV002552,2024-01-10,2025-03-19,10,117496,184.0,48.22,At Risk,Delhi,Gurugram,T30,36-45,Male,24.4,Verified
INV002553,2024-06-10,2025-04-30,3,84989,241.0,162.0,At Risk,Gujarat,Ahmedabad,T30,36-45,Female,47.8,Verified
INV002554,2024-01-04,2024-10-28,7,51011,100.0,49.67,At Risk,Madhya Pradesh,Bhopal,B30,18-25,Male,5.4,Verified
INV002555,2024-01-30,2025-04-06,7,87655,172.0,72.0,At Risk,Gujarat,Ahmedabad,T30,36-45,Male,24.5,Pending
INV002556,2025-01-03,2025-03-13,2,5821,69.0,69.0,At Risk,Delhi,Noida,T30,26-35,Male,8.1,Verified
INV002557,2024-03-30,2025-05-07,7,32589,264.0,67.17,At Risk,West Bengal,Kolkata,T30,26-35,Female,18.2,Verified
INV002558,2024-01-23,2025-05-25,6,52002,297.0,97.6,At Risk,Haryana,Faridabad,B30,26-35,Female,9.1,Verified
INV002559,2025-01-23,2025-01-23,1,12520,0.0,0.0,Continuous,Haryana,Faridabad,B30,18-25,Female,3.4,Verified
INV002560,2024-01-02,2025-04-22,6,25934,155.0,95.2,At Risk,Haryana,Faridabad,B30,26-35,Male,6.4,Verified
INV002561,2024-09-20,2025-01-27,3,11430,68.0,64.5,At Risk,Gujarat,Ahmedabad,T30,18-25,Female,4.6,Verified
INV002562,2025-01-04,2025-01-04,1,43246,0.0,0.0,Continuous,Telangana,Hyderabad,T30,26-35,Male,8.7,Verified
INV002563,2024-01-27,2024-12-21,6,18179,114.0,65.8,At Risk,Madhya Pradesh,Indore,T30,18-25,Female,6.8,Verified
INV002564,2024-06-18,2024-06-18,1,6737,0.0,0.0,Continuous,Maharashtra,Pune,T30,18-25,Male,5.6,Verified
INV002565,2024-02-26,2025-05-18,5,15338,281.0,111.75,At Risk,Rajasthan,Jaipur,T30,26-35,Male,10.0,Verified
INV002566,2024-03-23,2025-05-26,4,10288,323.0,143.0,At Risk,Uttar Pradesh,Kanpur,B30,26-35,Female,23.0,Verified
INV002567,2024-01-05,2025-02-18,6,51780,127.0,82.0,At Risk,Madhya Pradesh,Indore,T30,36-45,Male,20.3,Verified
INV002568,2024-03-02,2025-05-07,8,138384,144.0,61.57,At Risk,Uttar Pradesh,Lucknow,T30,26-35,Female,7.3,Verified
INV002569,2024-08-23,2024-08-23,1,1962,0.0,0.0,Continuous,Maharashtra,Nashik,B30,36-45,Female,16.5,Verified
INV002570,2024-02-14,2025-02-20,7,26296,150.0,62.0,At Risk,Punjab,Chandigarh,T30,36-45,Male,55.3,Verified
INV002571,2024-01-31,2025-04-22,4,37880,225.0,149.0,At Risk,Delhi,New Delhi,T30,36-45,Female,32.1,Verified
INV002572,2024-04-24,2025-05-19,8,126760,108.0,55.71,At Risk,Rajasthan,Jaipur,T30,56+,Male,19.5,Verified
INV002573,2025-02-02,2025-02-02,1,8328,0.0,0.0,Continuous,Punjab,Amritsar,B30,26-35,Male,10.0,Verified
INV002574,2024-01-31,2025-03-03,6,98204,139.0,79.4,At Risk,Maharashtra,Nashik,B30,26-35,Male,11.1,Pending
INV002575,2024-02-18,2025-05-12,9,155419,128.0,56.12,At Risk,West Bengal,Kolkata,T30,18-25,Male,7.9,Verified
INV002576,2024-03-18,2024-12-26,4,35308,160.0,94.33,At Risk,Telangana,Hyderabad,T30,26-35,Male,20.3,Verified
INV002577,2024-03-11,2024-07-12,3,51820,78.0,61.5,At Risk,Karnataka,Mysore,B30,36-45,Female,60.0,Verified
INV002578,2024-02-09,2025-04-27,2,31372,443.0,443.0,At Risk,Telangana,Hyderabad,T30,26-35,Male,20.9,Verified
INV002579,2024-08-14,2025-03-06,6,136656,71.0,40.8,At Risk,Maharashtra,Mumbai,T30,36-45,Male,30.1,Verified
INV002580,2024-11-19,2025-05-06,4,48803,65.0,56.0,At Risk,Rajasthan,Jaipur,T30,36-45,Female,46.0,Verified
INV002582,2024-02-01,2025-02-22,6,18333,173.0,77.4,At Risk,Telangana,Hyderabad,T30,26-35,Female,11.1,Verified
INV002583,2024-03-24,2024-11-29,3,15603,162.0,125.0,At Risk,Gujarat,Ahmedabad,T30,46-55,Male,48.5,Verified
INV002584,2024-01-09,2024-01-09,1,22012,0.0,0.0,Continuous,Tamil Nadu,Chennai,T30,36-45,Female,40.0,Verified
INV002585,2024-03-29,2025-02-17,6,46894,124.0,65.0,At Risk,Uttar Pradesh,Lucknow,T30,18-25,Male,3.2,Verified
INV002586,2024-03-13,2025-05-23,6,73304,168.0,87.2,At Risk,West Bengal,Kolkata,T30,26-35,Female,9.1,Verified
INV002587,2024-02-21,2024-12-08,2,5256,291.0,291.0,At Risk,West Bengal,Kolkata,T30,18-25,Male,7.2,Verified
INV002588,2024-05-15,2025-02-08,3,12753,203.0,134.5,At Risk,West Bengal,Kolkata,T30,18-25,Male,5.5,Verified
INV002589,2024-07-09,2024-07-09,1,8624,0.0,0.0,Continuous,Haryana,Gurugram,T30,26-35,Male,23.3,Verified
INV002590,2024-01-28,2025-04-24,10,151056,125.0,50.22,At Risk,West Bengal,Kolkata,T30,36-45,Male,45.1,Pending
INV002591,2024-06-19,2025-03-07,6,29695,139.0,52.2,At Risk,Gujarat,Ahmedabad,T30,18-25,Male,3.7,Verified
INV002592,2024-11-21,2025-04-19,2,5287,149.0,149.0,At Risk,Madhya Pradesh,Bhopal,B30,26-35,Female,15.7,Verified
INV002593,2024-10-05,2025-04-04,3,26357,181.0,90.5,At Risk,Madhya Pradesh,Indore,T30,36-45,Male,36.5,Verified
INV002594,2024-02-07,2025-05-22,6,98891,244.0,94.0,At Risk,Haryana,Gurugram,T30,26-35,Male,23.7,Pending
INV002595,2025-01-24,2025-03-23,3,10736,55.0,29.0,At Risk,Tamil Nadu,Coimbatore,B30,36-45,Male,27.8,Verified
INV002596,2024-04-10,2025-03-01,2,2227,325.0,325.0,At Risk,Maharashtra,Pune,T30,26-35,Male,16.2,Verified
INV002597,2024-04-02,2025-04-23,3,9390,301.0,193.0,At Risk,West Bengal,Kolkata,T30,26-35,Male,12.0,Verified
INV002598,2024-02-21,2025-04-07,9,121198,179.0,51.38,At Risk,Uttar Pradesh,Lucknow,T30,26-35,Male,14.6,Verified
INV002599,2024-01-07,2025-03-20,5,9652,234.0,109.5,At Risk,Gujarat,Surat,T30,26-35,Male,11.4,Verified
INV002600,2024-01-27,2024-05-08,2,29078,102.0,102.0,At Risk,Madhya Pradesh,Bhopal,B30,36-45,Female,54.1,Verified
INV002601,2024-10-07,2024-11-30,2,8472,54.0,54.0,At Risk,Tamil Nadu,Coimbatore,B30,36-45,Female,34.1,Verified
INV002602,2024-02-10,2025-05-17,8,95414,151.0,66.0,At Risk,Gujarat,Surat,T30,56+,Female,45.7,Verified
INV002603,2025-02-22,2025-02-22,1,23608,0.0,0.0,Continuous,Haryana,Gurugram,T30,36-45,Male,28.4,Verified
INV002604,2024-04-08,2025-05-09,5,34996,218.0,99.0,At Risk,Maharashtra,Mumbai,T30,36-45,Female,25.5,Pending
INV002605,2024-04-15,2025-05-25,2,15762,405.0,405.0,At Risk,Delhi,New Delhi,T30,46-55,Male,87.0,Pending
INV002606,2024-03-02,2025-05-24,6,73666,248.0,89.6,At Risk,Telangana,Hyderabad,T30,26-35,Female,8.1,Verified
INV002607,2024-10-28,2024-10-28,1,14066,0.0,0.0,Continuous,Rajasthan,Udaipur,B30,36-45,Male,57.5,Verified
INV002608,2024-04-01,2025-04-15,4,51776,177.0,126.33,At Risk,Uttar Pradesh,Agra,B30,36-45,Female,22.2,Verified
INV002610,2024-01-05,2024-12-04,2,9860,334.0,334.0,At Risk,Tamil Nadu,Coimbatore,B30,36-45,Female,31.7,Verified
INV002611,2024-09-08,2024-09-08,1,2691,0.0,0.0,Continuous,West Bengal,Kolkata,T30,26-35,Male,21.5,Verified
INV002612,2024-11-28,2025-05-09,2,17198,162.0,162.0,At Risk,Telangana,Hyderabad,T30,26-35,Male,16.2,Verified
INV002613,2024-02-16,2025-05-16,8,23849,143.0,65.0,At Risk,Karnataka,Bangalore,T30,46-55,Female,44.3,Verified
INV002614,2024-04-15,2024-08-01,2,4158,108.0,108.0,At Risk,Punjab,Chandigarh,T30,36-45,Male,13.2,Verified
INV002615,2025-04-18,2025-04-18,1,4382,0.0,0.0,Continuous,Tamil Nadu,Chennai,T30,26-35,Female,11.6,Verified
INV002616,2024-06-14,2025-01-23,2,26166,223.0,223.0,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Male,21.9,Verified
INV002617,2024-05-13,2025-02-12,2,25313,275.0,275.0,At Risk,Maharashtra,Nashik,B30,26-35,Male,13.9,Verified
INV002618,2025-02-01,2025-02-01,1,486,0.0,0.0,Continuous,Maharashtra,Mumbai,T30,36-45,Male,24.4,Verified
INV002619,2024-08-12,2025-03-19,2,3024,219.0,219.0,At Risk,Gujarat,Ahmedabad,T30,18-25,Male,3.4,Verified
INV002620,2024-03-07,2025-02-15,2,10679,345.0,345.0,At Risk,Maharashtra,Nashik,B30,46-55,Female,88.5,Verified
INV002621,2024-01-02,2025-01-01,3,16712,186.0,182.5,At Risk,Uttar Pradesh,Agra,B30,26-35,Female,22.6,Pending
INV002622,2024-01-29,2025-05-03,7,64167,244.0,76.67,At Risk,Karnataka,Mysore,B30,18-25,Female,4.0,Pending
INV002623,2025-04-21,2025-04-21,1,2184,0.0,0.0,Continuous,Tamil Nadu,Chennai,T30,36-45,Male,49.3,Verified
INV002624,2024-11-02,2024-11-02,1,8868,0.0,0.0,Continuous,West Bengal,Kolkata,T30,26-35,Male,8.7,Verified
INV002625,2024-03-30,2025-02-08,4,6957,143.0,105.0,At Risk,Karnataka,Bangalore,T30,46-55,Female,99.3,Verified
INV002626,2024-07-05,2025-04-15,4,52340,191.0,94.67,At Risk,Karnataka,Bangalore,T30,36-45,Male,29.4,Verified
INV002627,2024-03-23,2025-05-22,6,40609,182.0,85.0,At Risk,West Bengal,Kolkata,T30,26-35,Male,19.0,Verified
INV002628,2024-02-01,2025-02-20,6,42616,322.0,77.0,At Risk,Uttar Pradesh,Agra,B30,26-35,Male,16.4,Verified
INV002629,2024-02-15,2025-04-16,4,38172,227.0,142.0,At Risk,Karnataka,Mysore,B30,36-45,Male,32.9,Verified
INV002630,2024-07-13,2025-01-04,5,70306,82.0,43.75,At Risk,Punjab,Amritsar,B30,36-45,Male,19.6,Verified
INV002631,2024-06-05,2025-01-11,3,53489,178.0,110.0,At Risk,Uttar Pradesh,Kanpur,B30,46-55,Female,93.8,Pending
INV002632,2024-01-26,2025-04-29,8,70430,180.0,65.57,At Risk,Tamil Nadu,Chennai,T30,26-35,Female,14.1,Verified
INV002633,2024-02-25,2025-01-23,5,63199,101.0,83.25,At Risk,Karnataka,Bangalore,T30,26-35,Female,8.1,Verified
INV002634,2024-12-11,2025-01-05,2,47351,25.0,25.0,Continuous,Madhya Pradesh,Bhopal,B30,26-35,Male,10.7,Verified
INV002635,2024-04-25,2025-01-03,3,3022,127.0,126.5,At Risk,Telangana,Hyderabad,T30,18-25,Male,3.8,Verified
INV002636,2024-07-10,2024-11-05,2,1410,118.0,118.0,At Risk,West Bengal,Kolkata,T30,56+,Female,21.0,Verified
INV002637,2024-02-04,2024-09-22,3,19656,227.0,115.5,At Risk,Telangana,Hyderabad,T30,26-35,Male,14.4,Verified
INV002639,2024-09-04,2025-03-04,5,36293,55.0,45.25,At Risk,Gujarat,Ahmedabad,T30,36-45,Male,20.7,Verified
INV002640,2024-01-29,2025-03-24,7,66928,153.0,70.0,At Risk,Haryana,Faridabad,B30,56+,Female,50.5,Pending
INV002641,2024-07-11,2025-01-20,4,76181,99.0,64.33,At Risk,Maharashtra,Nashik,B30,56+,Male,27.1,Verified
INV002642,2024-01-04,2025-03-12,5,93634,181.0,108.25,At Risk,Haryana,Gurugram,T30,46-55,Female,48.8,Verified
INV002643,2024-02-03,2025-02-08,6,32343,229.0,74.2,At Risk,Telangana,Hyderabad,T30,36-45,Male,29.2,Verified
INV002645,2024-03-16,2024-12-12,7,89681,133.0,45.17,At Risk,Haryana,Gurugram,T30,46-55,Female,67.7,Verified
INV002646,2025-05-24,2025-05-24,1,2310,0.0,0.0,Continuous,Uttar Pradesh,Lucknow,T30,36-45,Male,17.4,Verified
INV002647,2024-02-22,2024-11-16,4,44750,153.0,89.33,At Risk,Rajasthan,Jaipur,T30,46-55,Male,87.0,Verified
INV002648,2024-03-21,2025-05-04,5,18902,190.0,102.25,At Risk,Punjab,Chandigarh,T30,36-45,Male,57.1,Pending
INV002649,2024-08-13,2025-02-03,2,13550,174.0,174.0,At Risk,Tamil Nadu,Coimbatore,B30,46-55,Male,69.7,Verified
INV002650,2024-06-20,2024-07-09,2,13872,19.0,19.0,Continuous,Telangana,Hyderabad,T30,26-35,Male,13.7,Verified
INV002651,2024-03-07,2024-03-07,1,522,0.0,0.0,Continuous,Haryana,Faridabad,B30,26-35,Male,12.5,Verified
INV002652,2024-02-19,2025-03-15,5,59549,235.0,97.5,At Risk,Gujarat,Surat,T30,36-45,Male,40.6,Verified
INV002653,2024-02-09,2024-02-09,1,513,0.0,0.0,Continuous,Gujarat,Ahmedabad,T30,26-35,Male,7.5,Verified
INV002654,2024-02-05,2025-04-13,8,97131,115.0,61.86,At Risk,Delhi,New Delhi,T30,36-45,Female,38.2,Verified
INV002655,2025-04-06,2025-04-30,2,66121,24.0,24.0,Continuous,Haryana,Faridabad,B30,56+,Male,44.4,Verified
INV002656,2024-01-30,2024-08-27,5,99657,90.0,52.5,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Male,9.6,Verified
INV002657,2024-01-19,2025-04-20,3,72571,301.0,228.5,At Risk,Punjab,Amritsar,B30,36-45,Male,50.0,Verified
INV002658,2024-12-31,2024-12-31,1,5973,0.0,0.0,Continuous,Madhya Pradesh,Indore,T30,26-35,Female,16.8,Verified
INV002659,2024-03-17,2025-03-26,7,96575,224.0,62.33,At Risk,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Verified
INV002660,2024-02-09,2024-12-21,4,13803,210.0,105.33,At Risk,Uttar Pradesh,Lucknow,T30,36-45,Male,28.2,Verified
INV002661,2024-03-23,2024-05-22,2,908,60.0,60.0,At Risk,West Bengal,Kolkata,T30,36-45,Male,21.6,Verified
INV002662,2024-01-27,2024-11-06,2,7717,284.0,284.0,At Risk,Tamil Nadu,Coimbatore,B30,26-35,Male,20.5,Verified
INV002664,2024-03-26,2025-01-06,4,18686,130.0,95.33,At Risk,Karnataka,Bangalore,T30,26-35,Male,17.3,Verified
INV002666,2024-06-06,2025-04-21,7,50807,100.0,53.17,At Risk,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,Verified
INV002668,2024-01-18,2025-02-11,5,75544,186.0,97.5,At Risk,Delhi,Gurugram,T30,26-35,Male,9.8,Verified
INV002669,2024-10-04,2024-12-23,2,9326,80.0,80.0,At Risk,Madhya Pradesh,Indore,T30,46-55,Male,50.4,Verified
INV002670,2024-09-06,2025-04-24,2,4932,230.0,230.0,At Risk,Uttar Pradesh,Agra,B30,36-45,Male,48.7,Verified
INV002671,2024-02-10,2025-05-18,7,121426,163.0,77.17,At Risk,Madhya Pradesh,Indore,T30,18-25,Male,6.3,Pending
INV002672,2024-08-31,2024-08-31,1,441,0.0,0.0,Continuous,Rajasthan,Udaipur,B30,26-35,Male,10.2,Verified
INV002673,2024-02-21,2025-05-21,8,205287,147.0,65.0,At Risk,Maharashtra,Mumbai,T30,26-35,Male,14.2,Verified
INV002674,2024-02-06,2025-02-19,6,109896,153.0,75.8,At Risk,Karnataka,Mysore,B30,26-35,Female,7.4,Verified
INV002675,2024-02-05,2025-04-27,8,104247,138.0,63.86,At Risk,Uttar Pradesh,Agra,B30,36-45,Male,17.9,Verified
INV002676,2024-02-28,2024-08-13,3,25472,110.0,83.5,At Risk,Delhi,Gurugram,T30,46-55,Male,81.0,Verified
INV002677,2025-04-08,2025-04-08,1,3298,0.0,0.0,Continuous,Telangana,Hyderabad,T30,56+,Male,21.7,Verified
INV002678,2025-03-26,2025-03-26,1,472,0.0,0.0,Continuous,Madhya Pradesh,Indore,T30,26-35,Female,22.5,Verified
INV002679,2024-01-10,2025-04-12,4,67230,278.0,152.67,At Risk,Uttar Pradesh,Agra,B30,36-45,Male,33.8,Verified
INV002680,2024-03-13,2024-08-27,3,109520,160.0,83.5,At Risk,West Bengal,Kolkata,T30,36-45,Male,17.4,Verified
INV002681,2024-01-13,2025-05-29,7,77813,161.0,83.67,At Risk,Maharashtra,Nashik,B30,18-25,Female,7.2,Verified
INV002682,2024-06-27,2025-04-23,5,47520,107.0,75.0,At Risk,Karnataka,Mysore,B30,26-35,Male,17.9,Verified
INV002683,2024-05-22,2024-06-18,3,51383,14.0,13.5,Continuous,Haryana,Faridabad,B30,26-35,Male,9.7,Verified
INV002684,2024-01-28,2025-03-06,6,81047,266.0,80.6,At Risk,Delhi,New Delhi,T30,36-45,Female,56.2,Verified
INV002685,2024-01-20,2025-05-16,3,69446,247.0,241.0,At Risk,Madhya Pradesh,Bhopal,B30,18-25,Male,3.7,Verified
INV002686,2024-10-06,2025-05-30,2,55540,236.0,236.0,At Risk,Punjab,Chandigarh,T30,18-25,Male,5.7,Pending
INV002687,2024-03-29,2025-02-12,5,98994,193.0,80.0,At Risk,Delhi,New Delhi,T30,36-45,Male,25.9,Verified
