investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV000670,2024-07-23,102887,SIP,1174,Uttar Pradesh,Kanpur,B30,26-35,Male,15.9,Cheque,Verified
INV001620,2024-07-23,102885,Lumpsum,264992,Punjab,Amritsar,B30,26-35,Male,8.1,Mandate,Verified
INV001198,2024-07-23,119551,Lumpsum,335044,Maharashtra,Mumbai,T30,26-35,Female,20.4,Net Banking,Verified
INV002811,2024-07-23,102887,SIP,3094,Uttar Pradesh,Agra,B30,36-45,Male,43.7,Net Banking,Verified
INV002504,2024-07-23,120507,Lumpsum,130317,Madhya Pradesh,Bhopal,B30,26-35,Male,22.4,Net Banking,Verified
INV000028,2024-07-23,120503,SIP,9909,Gujarat,Surat,T30,18-25,Female,6.1,Mandate,Verified
INV001398,2024-07-23,101206,Lumpsum,451280,Madhya Pradesh,Indore,T30,26-35,Female,18.4,UPI,Verified
INV003726,2024-07-23,118632,SIP,12926,Tamil Nadu,Coimbatore,B30,26-35,Male,24.1,Net Banking,Verified
INV002722,2024-07-23,119120,Redemption,514549,Delhi,Noida,T30,36-45,Female,50.9,Mandate,Verified
INV004530,2024-07-23,119552,Redemption,125959,Maharashtra,Nashik,B30,36-45,Male,36.2,UPI,Verified
INV004974,2024-07-23,148567,SIP,10914,Gujarat,Ahmedabad,T30,56+,Female,62.6,Mandate,Verified
INV003910,2024-07-23,125497,SIP,889,Maharashtra,Pune,T30,26-35,Male,8.8,Cheque,Verified
INV003611,2024-07-23,119093,Redemption,398623,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Cheque,Verified
INV003680,2024-07-23,149324,Lumpsum,199014,Karnataka,Mysore,B30,26-35,Male,21.3,Net Banking,Verified
INV001362,2024-07-23,119120,Lumpsum,535719,Uttar Pradesh,Agra,B30,18-25,Male,8.0,Mandate,Verified
INV002375,2024-07-23,118634,Lumpsum,566769,Haryana,Gurugram,T30,46-55,Male,64.0,Net Banking,Verified
INV000192,2024-07-23,120841,Lumpsum,83685,Haryana,Faridabad,B30,26-35,Male,24.4,Mandate,Verified
INV000757,2024-07-23,119599,SIP,6092,Madhya Pradesh,Indore,T30,36-45,Male,25.4,Net Banking,Verified
INV000224,2024-07-23,120503,SIP,2175,Telangana,Hyderabad,T30,26-35,Male,23.6,Mandate,Verified
INV002109,2024-07-23,100025,Lumpsum,85940,Tamil Nadu,Coimbatore,B30,26-35,Male,14.4,Cheque,Verified
INV004379,2024-07-23,120504,SIP,10865,Delhi,Gurugram,T30,18-25,Male,6.0,Net Banking,Verified
INV001305,2024-07-23,119092,SIP,585,Rajasthan,Jaipur,T30,26-35,Female,15.7,Cheque,Verified
INV001642,2024-07-23,102885,Lumpsum,65275,Rajasthan,Jaipur,T30,56+,Female,20.5,UPI,Verified
INV001308,2024-07-23,149324,SIP,17591,Rajasthan,Jaipur,T30,36-45,Male,19.3,UPI,Verified
INV003792,2024-07-23,148567,SIP,6954,Maharashtra,Pune,T30,46-55,Male,17.9,Cheque,Pending
INV000906,2024-07-23,148567,Lumpsum,173993,Maharashtra,Mumbai,T30,26-35,Male,20.7,UPI,Verified
INV001580,2024-07-23,100033,SIP,13182,Punjab,Chandigarh,T30,26-35,Male,18.7,UPI,Verified
INV003201,2024-07-23,119094,Redemption,277250,Rajasthan,Jaipur,T30,36-45,Female,12.2,UPI,Verified
INV001264,2024-07-23,125498,Lumpsum,361491,Madhya Pradesh,Indore,T30,26-35,Female,12.0,Net Banking,Verified
INV000195,2024-07-23,120841,SIP,9510,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Net Banking,Verified
INV003035,2024-07-23,149322,Redemption,91489,Telangana,Hyderabad,T30,18-25,Male,6.8,Net Banking,Verified
INV002582,2024-07-23,120505,SIP,913,Telangana,Hyderabad,T30,26-35,Female,11.1,UPI,Verified
INV004316,2024-07-23,120844,SIP,2604,Karnataka,Bangalore,T30,46-55,Male,79.5,Net Banking,Verified
INV003599,2024-07-23,149322,Lumpsum,355225,Madhya Pradesh,Indore,T30,46-55,Male,43.2,Cheque,Verified
INV001828,2024-07-23,118633,SIP,12260,Gujarat,Surat,T30,36-45,Male,27.7,Cheque,Verified
INV002737,2024-07-23,149324,SIP,1077,Gujarat,Ahmedabad,T30,18-25,Female,5.4,Cheque,Verified
INV002151,2024-07-23,119599,SIP,2156,Rajasthan,Jaipur,T30,26-35,Female,18.1,Net Banking,Verified
INV002226,2024-07-23,120506,SIP,2259,Gujarat,Surat,T30,46-55,Female,29.3,Cheque,Verified
INV000558,2024-07-24,100016,Redemption,119654,Punjab,Chandigarh,T30,56+,Female,22.1,UPI,Verified
INV003185,2024-07-24,119094,SIP,3008,Rajasthan,Udaipur,B30,26-35,Female,23.1,Cheque,Verified
INV004104,2024-07-24,119598,SIP,489,Tamil Nadu,Coimbatore,B30,26-35,Male,10.5,UPI,Verified
INV002116,2024-07-24,119598,SIP,506,Karnataka,Bangalore,T30,18-25,Male,3.8,Net Banking,Verified
INV003736,2024-07-24,149324,SIP,2144,Karnataka,Mysore,B30,18-25,Male,4.9,Cheque,Verified
INV003403,2024-07-24,101206,SIP,403,Madhya Pradesh,Bhopal,B30,18-25,Male,6.3,Cheque,Verified
INV002280,2024-07-24,119120,SIP,2680,Karnataka,Mysore,B30,18-25,Male,3.5,Mandate,Verified
INV001483,2024-07-24,119092,SIP,3017,Rajasthan,Jaipur,T30,36-45,Male,38.8,Mandate,Verified
INV002240,2024-07-24,100033,SIP,2079,Haryana,Faridabad,B30,26-35,Male,24.7,Cheque,Verified
INV002208,2024-07-24,119094,SIP,5590,Punjab,Chandigarh,T30,56+,Male,61.1,UPI,Pending
INV004111,2024-07-24,148568,SIP,2412,Tamil Nadu,Chennai,T30,36-45,Male,27.4,Cheque,Verified
INV003295,2024-07-24,100033,Redemption,205469,Gujarat,Ahmedabad,T30,26-35,Male,20.8,Net Banking,Verified
INV001458,2024-07-24,118634,Redemption,189481,Tamil Nadu,Coimbatore,B30,46-55,Male,34.9,UPI,Verified
INV002572,2024-07-24,118633,SIP,17240,Rajasthan,Jaipur,T30,56+,Male,19.5,Net Banking,Verified
INV000280,2024-07-24,119092,SIP,4354,Punjab,Amritsar,B30,26-35,Female,22.9,UPI,Verified
INV002204,2024-07-24,118632,SIP,12976,Punjab,Amritsar,B30,36-45,Male,36.1,Mandate,Verified
INV000947,2024-07-24,148568,SIP,53208,Delhi,Noida,T30,26-35,Male,11.0,Net Banking,Verified
INV004497,2024-07-24,148568,Redemption,57837,Rajasthan,Jaipur,T30,26-35,Female,13.3,Cheque,Verified
INV004631,2024-07-24,118633,SIP,6835,Tamil Nadu,Chennai,T30,36-45,Female,20.2,Net Banking,Verified
INV000634,2024-07-24,149322,SIP,5607,Karnataka,Bangalore,T30,26-35,Female,22.7,Cheque,Verified
INV003236,2024-07-24,120503,SIP,56510,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Cheque,Verified
INV004503,2024-07-24,120842,Redemption,27874,Gujarat,Ahmedabad,T30,36-45,Male,14.9,UPI,Verified
INV002454,2024-07-24,100033,Redemption,332364,Uttar Pradesh,Agra,B30,36-45,Male,37.5,Net Banking,Verified
INV002123,2024-07-24,118635,SIP,10451,West Bengal,Kolkata,T30,26-35,Male,14.7,Cheque,Verified
INV002966,2024-07-24,149323,Lumpsum,322896,Gujarat,Ahmedabad,T30,26-35,Female,18.4,Net Banking,Verified
INV002969,2024-07-24,119599,Lumpsum,17503,Karnataka,Bangalore,T30,26-35,Male,15.4,Mandate,Verified
INV001550,2024-07-24,102885,SIP,12466,Punjab,Chandigarh,T30,18-25,Male,4.1,Mandate,Verified
INV002752,2024-07-24,118636,Redemption,208463,Rajasthan,Udaipur,B30,26-35,Male,20.1,Cheque,Verified
INV000088,2024-07-24,102887,SIP,1648,Delhi,Noida,T30,26-35,Male,20.4,Mandate,Verified
INV001566,2024-07-24,118636,SIP,16220,West Bengal,Kolkata,T30,18-25,Male,7.8,Net Banking,Verified
INV000878,2024-07-24,148569,SIP,8141,Tamil Nadu,Coimbatore,B30,36-45,Female,33.4,Cheque,Verified
INV003265,2024-07-24,148567,SIP,2283,Rajasthan,Jaipur,T30,36-45,Female,46.8,Net Banking,Verified
INV003271,2024-07-24,102885,SIP,1071,West Bengal,Kolkata,T30,18-25,Male,4.8,Cheque,Verified
INV000616,2024-07-24,119095,Lumpsum,386217,Maharashtra,Nashik,B30,36-45,Male,50.4,UPI,Verified
INV003981,2024-07-24,118636,Redemption,243614,Haryana,Faridabad,B30,46-55,Male,46.7,Net Banking,Verified
INV000146,2024-07-24,125497,SIP,4076,Delhi,Gurugram,T30,26-35,Male,14.1,Mandate,Verified
INV001197,2024-07-24,118635,SIP,2093,West Bengal,Kolkata,T30,36-45,Female,29.6,Mandate,Pending
INV001247,2024-07-24,119094,Redemption,114452,West Bengal,Kolkata,T30,36-45,Male,48.1,Cheque,Verified
INV000143,2024-07-24,148568,Redemption,212144,Haryana,Gurugram,T30,26-35,Male,23.8,Net Banking,Verified
INV002762,2024-07-24,100033,Redemption,299240,Rajasthan,Udaipur,B30,26-35,Female,21.9,Mandate,Verified
INV003436,2024-07-24,120506,SIP,29635,Maharashtra,Mumbai,T30,36-45,Female,54.4,Mandate,Verified
INV000460,2024-07-24,149323,SIP,2573,Delhi,Noida,T30,36-45,Male,47.1,Mandate,Verified
INV001974,2024-07-24,120504,Lumpsum,237149,Tamil Nadu,Chennai,T30,56+,Male,64.3,Mandate,Verified
INV004911,2024-07-24,120841,Lumpsum,286033,West Bengal,Kolkata,T30,26-35,Female,9.4,Mandate,Verified
INV004142,2024-07-24,120504,SIP,4417,West Bengal,Kolkata,T30,26-35,Male,12.0,Net Banking,Verified
INV003739,2024-07-24,101207,SIP,4411,Gujarat,Surat,T30,46-55,Female,81.0,Cheque,Verified
INV001513,2024-07-24,119095,SIP,15590,Madhya Pradesh,Indore,T30,18-25,Male,5.4,Cheque,Verified
INV000245,2024-07-24,120505,Redemption,336847,Punjab,Amritsar,B30,26-35,Male,6.2,Net Banking,Verified
INV001401,2024-07-24,100033,Redemption,303456,Tamil Nadu,Coimbatore,B30,26-35,Male,15.6,Mandate,Verified
INV004962,2024-07-24,102886,Lumpsum,176483,Uttar Pradesh,Agra,B30,18-25,Male,6.7,Mandate,Verified
INV003121,2024-07-24,118636,SIP,420,Telangana,Hyderabad,T30,36-45,Male,13.7,Net Banking,Verified
INV004166,2024-07-24,118636,Lumpsum,256626,Telangana,Hyderabad,T30,26-35,Male,6.1,Net Banking,Verified
INV001620,2024-07-24,100025,Lumpsum,366639,Punjab,Amritsar,B30,26-35,Male,8.1,Net Banking,Verified
INV003952,2024-07-24,120843,SIP,22936,Tamil Nadu,Chennai,T30,36-45,Male,48.8,Cheque,Verified
INV001814,2024-07-24,149322,SIP,10349,West Bengal,Kolkata,T30,26-35,Female,6.9,Mandate,Verified
INV002261,2024-07-24,120505,SIP,3178,Uttar Pradesh,Kanpur,B30,18-25,Male,5.0,Cheque,Verified
INV004546,2024-07-24,119599,SIP,21844,Karnataka,Mysore,B30,36-45,Male,28.4,Net Banking,Verified
INV001474,2024-07-24,148569,Lumpsum,283503,Karnataka,Mysore,B30,26-35,Male,12.8,Cheque,Verified
INV000857,2024-07-24,118635,SIP,2082,Gujarat,Ahmedabad,T30,26-35,Female,23.6,Net Banking,Verified
INV004790,2024-07-24,118636,Lumpsum,255768,Tamil Nadu,Coimbatore,B30,18-25,Male,3.4,Cheque,Verified
INV002283,2024-07-24,119598,SIP,10085,Karnataka,Bangalore,T30,26-35,Female,14.5,Cheque,Verified
INV002292,2024-07-24,120506,Lumpsum,311195,Rajasthan,Udaipur,B30,36-45,Male,54.1,Cheque,Pending
INV001426,2024-07-24,120843,SIP,5280,Delhi,Gurugram,T30,36-45,Female,23.8,Mandate,Verified
INV004041,2024-07-24,102886,SIP,5135,Telangana,Hyderabad,T30,36-45,Male,51.1,UPI,Verified
INV004125,2024-07-24,102886,Redemption,77088,Gujarat,Surat,T30,26-35,Male,9.4,Mandate,Verified
INV002098,2024-07-24,148568,Redemption,80520,Gujarat,Ahmedabad,T30,26-35,Male,15.6,Mandate,Verified
INV004614,2024-07-24,119092,SIP,2227,Delhi,New Delhi,T30,18-25,Male,7.7,UPI,Verified
INV004780,2024-07-24,119120,SIP,809,Haryana,Gurugram,T30,36-45,Male,42.4,Net Banking,Verified
INV000392,2024-07-25,102887,Redemption,472179,Gujarat,Surat,T30,26-35,Female,16.6,Cheque,Verified
INV002905,2024-07-25,119552,SIP,2550,Tamil Nadu,Chennai,T30,36-45,Female,32.4,UPI,Verified
INV004782,2024-07-25,102885,SIP,6625,Delhi,Gurugram,T30,26-35,Male,12.1,UPI,Verified
INV004104,2024-07-25,119095,Redemption,502104,Tamil Nadu,Coimbatore,B30,26-35,Male,10.5,Mandate,Verified
INV004279,2024-07-25,118636,SIP,41244,Gujarat,Ahmedabad,T30,36-45,Male,35.7,Mandate,Verified
INV003589,2024-07-25,119095,SIP,5279,Maharashtra,Nashik,B30,26-35,Female,11.4,Cheque,Verified
INV004665,2024-07-25,148569,Redemption,402840,Madhya Pradesh,Bhopal,B30,36-45,Male,17.1,Cheque,Verified
INV004665,2024-07-25,119092,Lumpsum,306777,Madhya Pradesh,Bhopal,B30,36-45,Male,17.1,Mandate,Verified
INV000635,2024-07-25,120843,SIP,435,Delhi,New Delhi,T30,18-25,Female,4.2,Cheque,Verified
INV001373,2024-07-25,120504,SIP,8536,Madhya Pradesh,Indore,T30,26-35,Female,22.6,UPI,Verified
INV000595,2024-07-25,100025,Lumpsum,528998,Gujarat,Surat,T30,18-25,Male,7.6,Net Banking,Verified
INV004035,2024-07-25,120841,SIP,557,Gujarat,Ahmedabad,T30,26-35,Male,12.2,Cheque,Verified
INV003449,2024-07-25,102886,Redemption,324067,Gujarat,Ahmedabad,T30,56+,Male,10.0,Net Banking,Pending
INV002302,2024-07-25,100016,SIP,2233,West Bengal,Kolkata,T30,26-35,Male,10.1,UPI,Verified
INV004057,2024-07-25,119552,Lumpsum,101413,Rajasthan,Jaipur,T30,26-35,Male,9.9,UPI,Verified
INV002036,2024-07-25,119092,Lumpsum,228878,Madhya Pradesh,Indore,T30,26-35,Male,23.2,UPI,Verified
INV001549,2024-07-25,100016,SIP,45669,Haryana,Gurugram,T30,36-45,Male,19.5,Net Banking,Pending
INV001185,2024-07-25,119552,SIP,573,Haryana,Faridabad,B30,26-35,Female,22.5,Mandate,Verified
INV000522,2024-07-25,125498,SIP,8196,Punjab,Chandigarh,T30,26-35,Female,10.8,Net Banking,Verified
INV001946,2024-07-25,118632,Lumpsum,342962,Delhi,Noida,T30,26-35,Male,13.2,UPI,Verified
INV003511,2024-07-25,120504,Redemption,234064,Haryana,Gurugram,T30,46-55,Male,36.8,Cheque,Pending
INV002459,2024-07-25,120843,SIP,1779,Rajasthan,Udaipur,B30,18-25,Female,5.2,Cheque,Pending
INV000131,2024-07-25,120844,SIP,1698,Telangana,Hyderabad,T30,36-45,Female,16.8,Cheque,Pending
INV000823,2024-07-25,119551,SIP,1055,Madhya Pradesh,Bhopal,B30,46-55,Male,41.5,Mandate,Verified
INV002143,2024-07-25,102886,SIP,2470,Uttar Pradesh,Lucknow,T30,26-35,Male,11.8,Net Banking,Pending
INV001096,2024-07-25,100016,SIP,21164,Punjab,Chandigarh,T30,26-35,Male,24.5,Mandate,Verified
INV003506,2024-07-25,125497,SIP,928,Tamil Nadu,Chennai,T30,56+,Female,55.5,Mandate,Verified
INV003672,2024-07-25,119552,SIP,23539,Uttar Pradesh,Agra,B30,36-45,Male,32.5,UPI,Pending
INV004868,2024-07-25,148568,SIP,2187,Karnataka,Bangalore,T30,36-45,Male,49.4,Mandate,Verified
INV004605,2024-07-25,119093,Redemption,424115,Maharashtra,Nashik,B30,36-45,Male,17.8,Net Banking,Verified
INV003257,2024-07-25,100025,SIP,57533,Rajasthan,Jaipur,T30,56+,Male,34.8,UPI,Verified
INV003234,2024-07-25,100025,SIP,7474,Telangana,Hyderabad,T30,26-35,Male,13.5,Mandate,Verified
INV000153,2024-07-25,149323,SIP,3091,Karnataka,Mysore,B30,26-35,Male,14.1,Mandate,Verified
INV000051,2024-07-25,119552,SIP,466,Haryana,Gurugram,T30,36-45,Male,21.0,Net Banking,Verified
INV003910,2024-07-25,149323,SIP,20598,Maharashtra,Pune,T30,26-35,Male,8.8,Mandate,Verified
INV004335,2024-07-25,118635,Redemption,316028,Gujarat,Ahmedabad,T30,26-35,Female,6.6,Net Banking,Verified
INV003909,2024-07-25,118632,Redemption,382126,Haryana,Gurugram,T30,46-55,Male,29.1,Net Banking,Pending
INV002503,2024-07-25,148569,Lumpsum,462804,Gujarat,Ahmedabad,T30,26-35,Male,11.5,Mandate,Verified
INV002172,2024-07-25,120507,SIP,2164,Rajasthan,Jaipur,T30,46-55,Female,56.0,UPI,Verified
INV001271,2024-07-25,120843,SIP,3576,Haryana,Gurugram,T30,36-45,Male,52.4,Cheque,Pending
INV000843,2024-07-25,101208,Redemption,271174,Maharashtra,Mumbai,T30,26-35,Male,10.2,Net Banking,Verified
INV000091,2024-07-25,101206,SIP,10361,Haryana,Gurugram,T30,26-35,Male,14.6,Cheque,Verified
INV003557,2024-07-25,119095,Lumpsum,285577,Karnataka,Bangalore,T30,46-55,Female,81.8,Mandate,Verified
INV003581,2024-07-25,120503,SIP,832,Tamil Nadu,Coimbatore,B30,56+,Male,15.3,Cheque,Verified
INV002508,2024-07-25,148567,SIP,29657,West Bengal,Kolkata,T30,46-55,Male,60.8,Mandate,Verified
INV001752,2024-07-25,119599,Lumpsum,362678,Rajasthan,Udaipur,B30,26-35,Female,13.4,Net Banking,Verified
INV002630,2024-07-25,148568,SIP,45537,Punjab,Amritsar,B30,36-45,Male,19.6,UPI,Verified
INV000060,2024-07-25,149323,SIP,3397,Madhya Pradesh,Indore,T30,36-45,Male,45.6,Mandate,Verified
INV000510,2024-07-25,119598,SIP,1121,West Bengal,Kolkata,T30,46-55,Male,55.0,UPI,Verified
INV001068,2024-07-25,149322,SIP,48077,West Bengal,Kolkata,T30,26-35,Male,6.1,Net Banking,Verified
INV003614,2024-07-25,118634,SIP,5668,Maharashtra,Mumbai,T30,26-35,Male,13.3,Net Banking,Verified
INV003988,2024-07-25,120506,SIP,7062,Punjab,Amritsar,B30,26-35,Male,19.1,Mandate,Verified
INV003767,2024-07-25,120507,SIP,992,Madhya Pradesh,Bhopal,B30,36-45,Female,13.6,Cheque,Verified
INV004374,2024-07-25,119551,Lumpsum,109326,Maharashtra,Nashik,B30,36-45,Female,16.5,Net Banking,Verified
INV002373,2024-07-25,119598,SIP,51904,Maharashtra,Pune,T30,36-45,Male,56.3,Mandate,Verified
INV001094,2024-07-25,120842,Lumpsum,254172,Haryana,Gurugram,T30,26-35,Male,21.6,Net Banking,Verified
INV001452,2024-07-25,149324,SIP,2868,Delhi,Gurugram,T30,26-35,Female,15.6,UPI,Verified
INV002613,2024-07-25,119598,Lumpsum,288466,Karnataka,Bangalore,T30,46-55,Female,44.3,Net Banking,Verified
INV003594,2024-07-25,120841,SIP,49048,Madhya Pradesh,Indore,T30,18-25,Male,5.8,Mandate,Verified
INV002212,2024-07-25,100016,Lumpsum,201668,Telangana,Hyderabad,T30,36-45,Male,26.4,Net Banking,Verified
INV004014,2024-07-25,149324,Lumpsum,109227,Telangana,Hyderabad,T30,56+,Female,27.2,UPI,Verified
INV003925,2024-07-25,102886,Lumpsum,148315,Punjab,Amritsar,B30,26-35,Female,14.2,Mandate,Verified
INV001782,2024-07-25,119095,Redemption,80837,Uttar Pradesh,Agra,B30,36-45,Female,47.5,UPI,Verified
INV003080,2024-07-25,100033,SIP,3268,Madhya Pradesh,Indore,T30,26-35,Male,20.5,Cheque,Verified
INV001658,2024-07-25,120504,Lumpsum,397748,Rajasthan,Jaipur,T30,36-45,Female,48.4,UPI,Verified
INV002128,2024-07-25,120504,SIP,5232,Rajasthan,Udaipur,B30,26-35,Female,21.6,Mandate,Verified
INV003256,2024-07-25,120507,SIP,10284,Punjab,Amritsar,B30,46-55,Male,26.0,Mandate,Pending
INV000397,2024-07-25,119599,SIP,599,Gujarat,Ahmedabad,T30,36-45,Female,25.4,UPI,Verified
INV003329,2024-07-26,119093,Lumpsum,115141,Madhya Pradesh,Indore,T30,56+,Male,25.2,UPI,Verified
INV001738,2024-07-26,119598,Lumpsum,15634,Karnataka,Bangalore,T30,36-45,Female,41.2,Net Banking,Verified
INV003040,2024-07-26,120504,Lumpsum,231930,Karnataka,Bangalore,T30,26-35,Female,15.3,Mandate,Verified
INV002384,2024-07-26,119094,SIP,16372,Karnataka,Mysore,B30,26-35,Male,24.3,Cheque,Verified
INV001501,2024-07-26,119094,Redemption,517523,Punjab,Amritsar,B30,26-35,Male,11.3,Cheque,Verified
INV000236,2024-07-26,100025,SIP,24240,Karnataka,Bangalore,T30,36-45,Male,26.2,Mandate,Verified
INV000635,2024-07-26,102887,SIP,7360,Delhi,New Delhi,T30,18-25,Female,4.2,Net Banking,Pending
INV003360,2024-07-26,125497,SIP,2679,Madhya Pradesh,Indore,T30,26-35,Female,19.5,Net Banking,Verified
INV000213,2024-07-26,119093,Redemption,304092,Punjab,Chandigarh,T30,26-35,Male,19.6,UPI,Verified
INV002409,2024-07-26,149324,SIP,4404,Punjab,Amritsar,B30,18-25,Female,4.9,UPI,Verified
INV001783,2024-07-26,118634,SIP,589,Madhya Pradesh,Bhopal,B30,36-45,Female,52.6,Net Banking,Verified
INV004160,2024-07-26,120505,Lumpsum,245966,Uttar Pradesh,Kanpur,B30,18-25,Male,3.9,Mandate,Verified
INV004175,2024-07-26,119095,SIP,17349,Tamil Nadu,Coimbatore,B30,36-45,Female,51.8,Mandate,Verified
INV001154,2024-07-26,119552,SIP,22204,Delhi,Noida,T30,36-45,Female,34.8,Cheque,Verified
INV001225,2024-07-26,120507,Lumpsum,179131,Karnataka,Mysore,B30,26-35,Male,16.5,Cheque,Verified
INV001835,2024-07-26,119093,SIP,23851,Delhi,Noida,T30,26-35,Female,13.2,UPI,Pending
INV002090,2024-07-26,120503,SIP,10471,Maharashtra,Mumbai,T30,26-35,Male,23.7,UPI,Verified
INV001249,2024-07-26,119552,SIP,8629,Maharashtra,Mumbai,T30,26-35,Female,16.4,Net Banking,Verified
INV001096,2024-07-26,100033,SIP,4019,Punjab,Chandigarh,T30,26-35,Male,24.5,UPI,Pending
INV004771,2024-07-26,118635,Lumpsum,474936,Tamil Nadu,Coimbatore,B30,18-25,Male,6.6,Cheque,Verified
INV001225,2024-07-26,119120,Lumpsum,53625,Karnataka,Mysore,B30,26-35,Male,16.5,Net Banking,Verified
INV002629,2024-07-26,102885,SIP,2087,Karnataka,Mysore,B30,36-45,Male,32.9,UPI,Verified
INV001384,2024-07-26,148569,SIP,57539,Maharashtra,Mumbai,T30,26-35,Female,16.0,Mandate,Verified
INV004770,2024-07-26,119095,Lumpsum,59422,Gujarat,Surat,T30,18-25,Female,5.2,Cheque,Verified
INV002441,2024-07-26,102885,SIP,1041,Punjab,Chandigarh,T30,26-35,Male,19.6,Mandate,Verified
INV001394,2024-07-26,148567,SIP,2467,Karnataka,Bangalore,T30,56+,Male,42.9,Mandate,Verified
INV001848,2024-07-26,120506,SIP,16846,Punjab,Chandigarh,T30,26-35,Male,10.9,Net Banking,Verified
INV000090,2024-07-26,119551,Redemption,196966,Rajasthan,Udaipur,B30,26-35,Female,23.7,Net Banking,Verified
INV001958,2024-07-26,119092,Lumpsum,122721,Gujarat,Surat,T30,36-45,Male,57.7,UPI,Verified
INV002036,2024-07-26,149322,SIP,52757,Madhya Pradesh,Indore,T30,26-35,Male,23.2,Net Banking,Verified
INV000089,2024-07-26,120506,Lumpsum,314748,Maharashtra,Mumbai,T30,26-35,Female,11.2,Net Banking,Verified
INV000894,2024-07-26,149322,SIP,8029,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Mandate,Pending
INV003100,2024-07-26,118636,SIP,28969,Telangana,Hyderabad,T30,26-35,Male,16.5,Net Banking,Verified
INV002116,2024-07-26,100016,SIP,27897,Karnataka,Bangalore,T30,18-25,Male,3.8,UPI,Verified
INV002391,2024-07-26,102887,Lumpsum,235143,Madhya Pradesh,Bhopal,B30,18-25,Female,7.9,UPI,Verified
INV001405,2024-07-26,119551,SIP,15945,Tamil Nadu,Chennai,T30,56+,Male,56.8,Net Banking,Verified
INV001652,2024-07-26,119599,SIP,3197,Tamil Nadu,Chennai,T30,26-35,Female,12.7,Mandate,Pending
INV000029,2024-07-26,100033,SIP,17417,Rajasthan,Udaipur,B30,26-35,Female,7.6,Net Banking,Verified
INV003612,2024-07-26,119092,Lumpsum,438191,Gujarat,Surat,T30,56+,Male,71.8,Cheque,Verified
INV000564,2024-07-26,120503,Lumpsum,29586,Maharashtra,Nashik,B30,56+,Female,58.4,UPI,Verified
INV004140,2024-07-26,118633,Redemption,49811,Punjab,Amritsar,B30,46-55,Female,41.6,Net Banking,Verified
INV004871,2024-07-26,125498,SIP,864,Punjab,Chandigarh,T30,26-35,Male,9.2,Net Banking,Pending
INV001993,2024-07-26,118632,SIP,8165,Uttar Pradesh,Agra,B30,36-45,Female,44.2,UPI,Verified
INV004868,2024-07-26,120841,SIP,3416,Karnataka,Bangalore,T30,36-45,Male,49.4,Mandate,Verified
INV000546,2024-07-26,118632,SIP,408,Karnataka,Mysore,B30,26-35,Male,9.5,Net Banking,Verified
INV003622,2024-07-26,148567,Lumpsum,157915,Telangana,Hyderabad,T30,26-35,Female,11.3,UPI,Verified
INV003469,2024-07-26,119552,SIP,4540,Maharashtra,Nashik,B30,26-35,Male,9.9,Net Banking,Pending
INV004984,2024-07-26,120844,SIP,465,Uttar Pradesh,Agra,B30,46-55,Female,78.8,UPI,Verified
INV004735,2024-07-26,118632,SIP,7883,Uttar Pradesh,Kanpur,B30,36-45,Male,19.2,Net Banking,Verified
INV002666,2024-07-26,118635,Redemption,77074,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,Cheque,Verified
INV004225,2024-07-26,118633,SIP,1881,Karnataka,Bangalore,T30,26-35,Male,24.8,Cheque,Verified
INV001391,2024-07-26,149324,SIP,28591,Madhya Pradesh,Bhopal,B30,36-45,Male,18.5,Net Banking,Verified
INV002277,2024-07-26,120843,Lumpsum,125299,Haryana,Gurugram,T30,26-35,Female,10.3,Net Banking,Verified
INV004968,2024-07-26,148569,SIP,2620,Delhi,Noida,T30,26-35,Male,22.2,UPI,Verified
INV004521,2024-07-26,101207,Lumpsum,390843,Gujarat,Ahmedabad,T30,18-25,Male,7.9,Cheque,Verified
INV004521,2024-07-26,119598,Redemption,271689,Gujarat,Ahmedabad,T30,18-25,Male,7.9,Net Banking,Verified
INV002509,2024-07-26,119095,SIP,2972,Maharashtra,Mumbai,T30,36-45,Female,19.9,Mandate,Verified
INV003422,2024-07-26,119598,SIP,2031,Uttar Pradesh,Lucknow,T30,26-35,Male,9.0,Net Banking,Verified
INV001777,2024-07-26,118632,Lumpsum,307593,West Bengal,Kolkata,T30,18-25,Female,7.6,Cheque,Verified
INV002497,2024-07-27,119598,SIP,2905,Telangana,Hyderabad,T30,26-35,Female,13.0,Net Banking,Verified
INV004545,2024-07-27,119552,SIP,501,Madhya Pradesh,Indore,T30,26-35,Male,12.8,Mandate,Verified
INV000031,2024-07-27,148568,SIP,6728,Madhya Pradesh,Indore,T30,36-45,Male,27.3,Mandate,Verified
INV001424,2024-07-27,102885,Lumpsum,485284,Haryana,Gurugram,T30,26-35,Male,18.9,Cheque,Verified
INV003153,2024-07-27,119092,SIP,15382,Madhya Pradesh,Indore,T30,36-45,Female,20.5,Mandate,Verified
